CLUST,NAME,STATE,TIER,LATITUDE,LONGITUDE,ELEVATION,EVENT50
10.1.1.0015,KELOWNA A,BC,1,49.95,-119.39165,443,1.1
10.1.1.0025,OKANAGAN CENTRE,BC,1,50.04165,-119.43335,502,1.1
10.1.1.0028,PEACHLAND,BC,1,49.7833,-119.7167,345,0.9
10.1.1.0030,PENTICTON A,BC,1,49.4667,-119.6,344,0.7
10.1.1.0031,PRINCETON CS,BC,1,49.4667,-120.5167,699.5,2.2
10.1.2.0002,OLIVER,BC,1,49.175,-119.55835,306,0.5
10.1.2.0006,NEZPERCE 0.2 WNW,ID,1,46.23375,-116.24295,986.5,1.4
10.1.2.0009,PENDLETON 1.0 WNW,OR,1,45.6724,-118.80215,333.15,0.9
10.1.2.0010,RITZVILLE 0.2 ESE,WA,1,47.1216,-118.3721,567.8,1
10.1.2.0012,WENATCHEE 0.6 N,WA,1,47.43165,-120.31845,202.85,1.1
10.1.2.0013,WENATCHEE 1.0 WSW,WA,1,47.42625,-120.34725,259.05,1.2
10.1.2.0032,COTTONWOOD,ID,1,46.0167,-116.3333,1040,2.1
10.1.2.0035,GRANGEVILLE,ID,1,45.9414,-116.1175,1005.8,1.4
10.1.2.0038,LEWISTON,ID,1,46.4167,-117.025,220.85,0.5
10.1.2.0039,MOSCOW U OF I,ID,1,46.7281,-116.9558,810.8,1.8
10.1.2.0041,POTLATCH 3 NNE,ID,1,46.9603,-116.855,841.2,1.8
10.1.2.0043,ARLINGTON,OR,1,45.7211,-120.2064,84.4,0.6
10.1.2.0046,CONDON,OR,1,45.2408,-120.1789,878.1,1.4
10.1.2.0047,DUFUR,OR,1,45.4539,-121.1303,405.4,1.3
10.1.2.0048,ECHO,OR,1,45.75,-119.1833,200.9,0.9
10.1.2.0051,HEPPNER,OR,1,45.3653,-119.5639,574.5,0.8
10.1.2.0052,HERMISTON 1 SE,OR,1,45.8289,-119.2636,195.1,0.7
10.1.2.0053,IONE 18 S,OR,1,45.3167,-119.8814,659.9,1
10.1.2.0054,KENT,OR,1,45.1967,-120.6994,826,1
10.1.2.0056,MIKKALO 6 W,OR,1,45.4667,-120.35,472.4,0.7
10.1.2.0057,MILTON FREEWATER,OR,1,45.9428,-118.4089,295.7,0.6
10.1.2.0058,MORGAN 3 NE,OR,1,45.5833,-119.8833,289.9,0.7
10.1.2.0059,MORO,OR,1,45.4825,-120.7236,570,1
10.1.2.0060,PENDLETON BRANCH EXP STN,OR,1,45.7206,-118.6264,453.2,0.8
10.1.2.0061,PENDLETON,OR,1,45.69085,-118.8525,461,0.6
10.1.2.0062,PILOT ROCK 1 SE,OR,1,45.4756,-118.8253,524.3,0.7
10.1.2.0064,THE DALLES,OR,1,45.6069,-121.2047,45.7,1.3
10.1.2.0065,THE DALLES 2,OR,1,45.6097,-121.1747,78.3,1
10.1.2.0066,UMATILLA,OR,1,45.9167,-119.35,82,0.5
10.1.2.0067,WASCO,OR,1,45.5958,-120.7,386.2,1.1
10.1.2.0068,WESTON 2 SE,OR,1,45.8,-118.4,641,1.3
10.1.2.0069,ANATONE,WA,1,46.1333,-117.1333,1089.1,3.4
10.1.2.0072,BICKLETON,WA,1,45.9981,-120.3006,919,1.4
10.1.2.0074,CHELAN,WA,1,47.83385,-120.01695,352.65,1.3
10.1.2.0076,CHIEF JOSEPH DAM,WA,1,47.9967,-119.6483,254.2,1
10.1.2.0078,COLFAX,WA,1,46.8833,-117.35,603.5,1.4
10.1.2.0079,CONCONULLY,WA,1,48.5558,-119.7492,703.8,2.5
10.1.2.0080,CONNELL 1 W,WA,1,46.6644,-118.8828,310.9,0.5
10.1.2.0082,COULEE DAM 1 SW,WA,1,47.9544,-118.9997,524,0.8
10.1.2.0084,DAVENPORT,WA,1,47.6575,-118.1614,722.1,2.6
10.1.2.0085,DAYTON 1 WSW,WA,1,46.3153,-118.0022,474.6,1
10.1.2.0086,ELLENSBURG,WA,1,46.9692,-120.54,451.1,1.2
10.1.2.0087,ELLENSBURG #2,WA,1,47.03165,-120.53445,529,1.1
10.1.2.0091,EPHRATA,WA,1,47.3167,-119.5667,415.1,0.8
10.1.2.0093,GOLDENDALE,WA,1,45.8124,-120.82975,509.05,1.5
10.1.2.0096,HARRINGTON 1 N,WA,1,47.48305,-118.25095,661.6,1.4
10.1.2.0097,HARTLINE,WA,1,47.6892,-119.1064,580.9,0.7
10.1.2.0098,HATTON 9 SE,WA,1,46.7225,-118.6525,458.7,0.7
10.1.2.0099,ICE HARBOR DAM,WA,1,46.2447,-118.8786,112.2,0.5
10.1.2.0100,KAHLOTUS 5 SSW,WA,1,46.5833,-118.6,473,0.6
10.1.2.0101,KENNEWICK,WA,1,46.2111,-119.1011,118.9,0.6
10.1.2.0103,LACROSSE,WA,1,46.8167,-117.8831,449.9,0.8
10.1.2.0104,LIND 3 NE,WA,1,47.0022,-118.5658,496.8,0.7
10.1.2.0108,MANSFIELD,WA,1,47.8167,-119.6333,691.9,2.1
10.1.2.0110,METHOW 2 S,WA,1,48.1204,-120.01225,350.5,1.9
10.1.2.0111,MILL CREEK DAM,WA,1,46.0875,-118.273433333333,365.966666666667,0.7
10.1.2.0115,MOXEE CITY 10 E,WA,1,46.5053,-120.1678,472.4,0.6
10.1.2.0117,NESPELEM 2 S,WA,1,48.1333,-118.9833,576.1,1.1
10.1.2.0118,ODESSA,WA,1,47.3331,-118.6961,470.3,0.8
10.1.2.0120,OMAK 4 N,WA,1,48.4608,-119.5167,395,1.6
10.1.2.0124,POMEROY,WA,1,46.4672,-117.5883,589.5,0.8
10.1.2.0125,PRIEST RAPIDS DAM,WA,1,46.6461,-119.9061,130.5,0.4
10.1.2.0126,PROSSER,WA,1,46.2007,-119.7624,230,0.5
10.1.2.0128,PULLMAN 2 NW,WA,1,46.7603,-117.1861,766.6,1.3
10.1.2.0129,QUINCY,WA,1,47.2236,-119.8525,392,0.8
10.1.2.0130,RICHLAND,WA,1,46.3119,-119.2633,113.7,0.5
10.1.2.0132,ROSALIA,WA,1,47.2325,-117.3625,733,1.5
10.1.2.0136,SMYRNA,WA,1,46.8367,-119.6633,170.7,0.6
10.1.2.0138,SPRAGUE,WA,1,47.3,-117.9833,600.5,1.1
10.1.2.0139,SUNNYSIDE,WA,1,46.3236,-120.0103,227.7,0.6
10.1.2.0142,TRINIDAD 2 SSE,WA,1,47.2167,-120,171,1
10.1.2.0144,WALLA WALLA 3 W,WA,1,46.05,-118.4,244.1,0.6
10.1.2.0145,WAPATO,WA,1,46.4353,-120.4203,256.3,0.7
10.1.2.0146,WATERVILLE,WA,1,47.6497,-120.08,812,2.2
10.1.2.0147,WHITE SWAN RS,WA,1,46.3833,-120.7167,296,1.2
10.1.2.0148,WHITMAN MISSION,WA,1,46.0436,-118.4628,192.6,0.7
10.1.2.0149,WILBUR,WA,1,47.7681,-118.7239,689.5,1.2
10.1.2.0150,WILSON CREEK,WA,1,47.4167,-119.1167,390.1,0.9
10.1.2.0151,WINTHROP 1 WSW,WA,1,48.4742,-120.1886,533.1,2.8
10.1.2.0155,EPHRATA MUNI AP,WA,1,47.3078,-119.5153,381.6,0.8
10.1.2.0156,LEWISTON NEZ PERCE CO AP,ID,1,46.3747,-117.0156,437.7,0.5
10.1.2.0157,SPOKANE INTL AP,WA,1,47.6217,-117.5281,717.2,1.2
10.1.2.0159,YAKIMA AIR TERMINAL,WA,1,46.5683,-120.5428,324.3,0.9
10.1.2.0160,WALLA WALLA WSO CITY,WA,1,46.0333,-118.3333,289.3,0.6
10.1.2.0161,WENATCHEE PANGBORN AP,WA,1,47.3978,-120.2014,374.6,1.2
10.1.3.0001,SODA SPRINGS 0.3 W,ID,1,42.6552,-111.5878,1775.15,2.4
10.1.3.0003,CEDARVILLE,CA,1,41.53,-120.1792,1428.9,0.9
10.1.3.0005,FT BIDWELL,CA,1,41.8714,-120.1575,1444.4,1.5
10.1.3.0007,TERMO 1 E,CA,1,40.8667,-120.4333,1615.4,1.8
10.1.3.0014,GRACE,ID,1,42.5872,-111.7275,1691.6,2.3
10.1.3.0015,HOLLISTER,ID,1,42.3528,-114.5739,1379.2,0.6
10.1.3.0016,IDAHO FALLS 16 SE,ID,1,43.3456,-111.7847,1776.4,2.3
10.1.3.0019,MCCAMMON,ID,1,42.6522,-112.1936,1453.9,2.2
10.1.3.0024,THREE CREEK,ID,1,42.0833,-115.15,1664.2,1.5
10.1.3.0025,CONTACT,NV,1,41.7706,-114.7528,1630.7,0.6
10.1.3.0026,DENIO,NV,1,41.9897,-118.6336,1277.1,0.7
10.1.3.0030,JARBIDGE 4 N,NV,1,41.9333,-115.4333,1880.6,2.8
10.1.3.0032,MCDERMITT,NV,1,41.9953,-117.72,1350.3,0.7
10.1.3.0035,SAN JACINTO,NV,1,41.8833,-114.6833,1585.9,0.6
10.1.3.0036,SHELDON,NV,1,41.85,-119.6333,1983,2.7
10.1.3.0037,TUSCARORA,NV,1,41.3144,-116.2225,1880.6,2.3
10.1.3.0042,ALKALI LAKE,OR,1,42.9694,-119.9933,1320.4,0.5
10.1.3.0046,BROTHERS,OR,1,43.8094,-120.6,1414.3,1
10.1.3.0047,BUENA VISTA STN,OR,1,43.0661,-118.8683,1260.3,0.6
10.1.3.0050,DANNER,OR,1,42.9447,-117.3389,1287.8,0.9
10.1.3.0054,BURNS MUNI AP,OR,1,43.58915,-118.94485,1262.5,1.2
10.1.3.0055,HART MTN REFUGE,OR,1,42.5483,-119.6556,1711.8,1.1
10.1.3.0058,LAKE 2 N,OR,1,43.2667,-120.6333,1314.9,0.8
10.1.3.0059,MALHEUR REFUGE HQ,OR,1,43.27415,-118.839,1254.55,0.8
10.1.3.0062,OWYHEE DAM,OR,1,43.65,-117.2467,731.5,0.5
10.1.3.0063,PAISLEY,OR,1,42.6922,-120.5403,1328.9,0.9
10.1.3.0064,P-RANCH SOUTH PLACE,OR,1,42.8081,-118.8778,1283.2,0.5
10.1.3.0065,RIVERSIDE 7 SSW,OR,1,43.4508,-118.2244,1030.2,0.7
10.1.3.0066,ROCKVILLE 5 N,OR,1,43.3636,-117.1142,1118.6,0.6
10.1.3.0067,ROME 2 NW,OR,1,42.8592,-117.6569,1037.8,0.5
10.1.3.0068,SHEAVILLE 1 SE,OR,1,43.1211,-117.0392,1408.2,1.3
10.1.3.0070,SILVER LAKE RS,OR,1,43.1244,-121.062,1335.6,0.9
10.1.3.0071,SQUAW BUTTE-NORTHERN GREAT BAS,OR,1,43.4869,-119.7211,1420.4,1.4
10.1.3.0072,SUMMER LAKE 1 S,OR,1,42.9592,-120.7897,1277.7,1
10.1.3.0075,THE POPLARS,OR,1,43.2644,-120.9447,1313.7,1.1
10.1.3.0076,VALLEY FALLS,OR,1,42.4844,-120.2822,1318.3,1.1
10.1.3.0078,WARM SPRINGS RSVR,OR,1,43.5667,-118.2,1018.9,0.5
10.1.3.0079,WESTFALL,OR,1,43.9903,-117.7183,926.6,0.7
10.1.3.0083,Sedgwick Peak,ID,1,42.52,-111.96,2392.7,9.2
10.1.3.0084,Wildhorse Divide,ID,1,42.76,-112.48,1978.2,8
10.1.3.0085,Oxford Spring,ID,1,42.26,-112.13,2054.4,6.1
10.1.3.0086,Howell Canyon,ID,1,42.32,-113.62,2432.3,14.1
10.1.3.0088,Bostetter R.S.,ID,1,42.16,-114.19,2286,9.3
10.1.3.0089,Magic Mountain,ID,1,42.18,-114.29,2097,8.9
10.1.3.0091,Wilson Creek,ID,1,42.01,-115,2170.2,6.3
10.1.3.0092,Bear Creek,NV,1,41.83,-115.45,2450.6,10
10.1.3.0093,Seventysix Creek,NV,1,41.74,-115.47,2164.1,6.3
10.1.3.0094,Big Bend,NV,1,41.76,-115.69,2042.2,5.4
10.1.3.0095,Pole Creek R.S.,NV,1,41.87,-115.25,2539,9.5
10.1.3.0097,Draw Creek,NV,1,41.66,-115.32,2194.6,6.4
10.1.3.0099,South Mtn.,ID,1,42.76,-116.9,1981.2,10.1
10.1.3.0100,Mud Flat,ID,1,42.6,-116.56,1746.5,4.1
10.1.3.0101,Jack Creek Upper,NV,1,41.55,-116.01,2209.8,9.1
10.1.3.0104,Laurel Draw,NV,1,41.78,-116.03,2041.2,5.4
10.1.3.0107,Fawn Creek,NV,1,41.82,-116.1,2133.6,8.8
10.1.3.0109,Buckskin Lower,NV,1,41.75,-117.53,2107.7,6.1
10.1.3.0110,Lamance Creek,NV,1,41.52,-117.63,1828.8,8.3
10.1.3.0111,Granite Peak,NV,1,41.67,-117.57,2603.9,14.2
10.1.3.0112,Silvies,OR,1,42.75,-118.69,2130.6,10
10.1.3.0113,Fish Creek,OR,1,42.71,-118.63,2334.8,16
10.1.3.0114,Disaster Peak,NV,1,41.97,-118.19,1981.2,6
10.1.3.0116,BURNS WSO CITY,OR,1,43.5833,-119.05,1262.2,1.1
10.1.3.0117,STREVELL,ID,1,42.0167,-113.25,1609.3,1
10.1.4.0001,MONTPELIER 0.6 NNE,ID,1,42.32435,-111.29895,1816.75,2.2
10.1.4.0003,LARAMIE 1.3 SE,WY,1,41.313,-105.581275,2191.725,1
10.1.4.0006,MEDICINE BOW 0.3 NE,WY,1,41.898,-106.20315,2011.65,0.8
10.1.4.0013,THERMOPOLIS 0.9 SW,WY,1,43.6454666666667,-108.2151,1333.9,0.7
10.1.4.0017,CODY 2.4 WSW,WY,1,44.50625,-109.10525,1591.2,0.8
10.1.4.0020,POWELL 0.9 W,WY,1,44.7616,-108.7676,1337.56666666667,0.4
10.1.4.0025,PINEDALE 25.9 NNW,WY,1,43.2369,-110.02095,2351.1,6.1
10.1.4.0026,ROCK SPRINGS 0.5 E,WY,1,41.5860333333333,-109.222433333333,1921.36666666667,0.6
10.1.4.0027,GREEN RIVER 0.2 WSW,WY,1,41.5159,-109.47065,1877.75,0.7
10.1.4.0037,CRAIG,CO,1,40.5333,-107.55,1914.1,1.3
10.1.4.0038,CRAIG 4SW,CO,1,40.4517,-107.5906,1980,1.2
10.1.4.0040,HAYDEN,CO,1,40.4925,-107.2547,1971.1,2.5
10.1.4.0041,HOHNHOLZ RCH,CO,1,40.9678,-106.0003,2365.2,1.8
10.1.4.0042,MAYBELL,CO,1,40.5158,-108.0947,1811.7,1.2
10.1.4.0046,LIFTON PUMPING STN,ID,1,42.1231,-111.3133,1809,1.3
10.1.4.0047,ALLEN'S RCH,UT,1,40.89945,-109.16585,1667.9,0.5
10.1.4.0050,LAKETOWN,UT,1,41.8253,-111.3206,1822.7,1.8
10.1.4.0051,MANILA,UT,1,40.99,-109.7258,1948.6,0.7
10.1.4.0052,RANDOLPH,UT,1,41.6628,-111.1858,1911.1,1.7
10.1.4.0053,WOODRUFF,UT,1,41.525,-111.1494,1924.8,1.3
10.1.4.0059,BASIN,WY,1,44.3797,-108.035,1170.4,0.6
10.1.4.0060,BIG PINEY,WY,1,42.5414,-110.1253,2083.3,1.1
10.1.4.0062,BLACK MTN,WY,1,43.6561,-107.7375,1717.5,0.9
10.1.4.0063,BORDER 3 N,WY,1,42.2128,-111.0456,1849.8,2.4
10.1.4.0064,BOULDER REARING STN,WY,1,42.7158,-109.6897,2115.3,1.3
10.1.4.0065,BOYSEN DAM,WY,1,43.4053,-108.1633,1485.9,0.5
10.1.4.0067,BUFFALO BILL DAM,WY,1,44.5075,-109.1675,1572.8,0.8
10.1.4.0068,BURRIS,WY,1,43.3656,-109.2756,1866.9,0.9
10.1.4.0069,CENTENNIAL 1NE,WY,1,41.3136,-106.1292,2490.2,1.6
10.1.4.0070,CHURCH BUTTES GAS PLT,WY,1,41.3975,-110.0883,2157.7,1
10.1.4.0071,CLARK 4 SW,WY,1,44.9,-109.2333,1382,0.8
10.1.4.0072,CLARK 3NE,WY,1,44.9364,-109.13720000000001,1254.9,0.7
10.1.4.0073,CODY 12SE,WY,1,44.4139,-108.9006,1599.6,0.6
10.1.4.0074,CODY 21 SW,WY,1,44.34335,-109.3707,1780.45,1.1
10.1.4.0076,DANIEL FISH HATCHERY,WY,1,42.9281,-110.1272,2237.5,2.3
10.1.4.0077,DEAVER,WY,1,44.8919,-108.5928,1251.2,0.5
10.1.4.0078,DIVERSION DAM,WY,1,43.2336,-108.9133,1700.2,0.6
10.1.4.0080,DUBOIS,WY,1,43.5397,-109.6553,2119.9,1
10.1.4.0081,ELK MTN,WY,1,41.6878,-106.4136,2214.4,2.1
10.1.4.0082,EMBLEM,WY,1,44.4972,-108.3906,1355.8,0.3
10.1.4.0085,EVANSTON 1 E,WY,1,41.265,-110.9508,2080.3,1.7
10.1.4.0086,FARSON 2NNE,WY,1,42.1397,-109.4308,2017.8,1
10.1.4.0087,FONTENELLE DAM,WY,1,41.9861,-110.0611,1976.6,0.6
10.1.4.0088,FT WASHAKIE 1 SE,WY,1,42.9833,-108.8667,1692.9,1.1
10.1.4.0089,FOSSIL BUTTE,WY,1,41.8369,-110.7706,2068.1,2.3
10.1.4.0090,GAS HILLS 4E,WY,1,42.8394,-107.5133,1972.1,1.3
10.1.4.0092,GREYBULL,WY,1,44.4894,-108.0536,1154.3,0.6
10.1.4.0093,HEART MTN,WY,1,44.7053,-108.9558,1460,0.7
10.1.4.0094,JEFFREY CITY,WY,1,42.4942,-107.8292,1926,0.9
10.1.4.0095,KEMMERER 2N,WY,1,41.8181,-110.5333,2114.4,1.9
10.1.4.0096,KENDALL,WY,1,43.1667,-109.9833,2332.9,4.5
10.1.4.0100,LEO 6 SW,WY,1,42.1953,-106.8556,1839.5,0.8
10.1.4.0103,LOVELL,WY,1,44.8378,-108.4039,1172.6,0.6
10.1.4.0108,MTN VIEW,WY,1,41.2658,-110.3375,2072.6,1.2
10.1.4.0109,MUDDY GAP,WY,1,42.3628,-107.4444,1904.4,1.1
10.1.4.0110,PATHFINDER DAM,WY,1,42.4717,-106.8528,1805.3,0.5
10.1.4.0111,PAVILLION,WY,1,43.2458,-108.6942,1670.3,0.5
10.1.4.0112,PINEDALE,WY,1,42.8744,-109.8581,2197.6,2.1
10.1.4.0113,POWDER RVR (SCHOOL),WY,1,43.03515,-106.98885,1740.75,1
10.1.4.0114,RAIRDEN 2WSW,WY,1,44.1786,-107.9381,1225.3,0.5
10.1.4.0116,RIVERTON,WY,1,43.0306,-108.3744,1510.3,0.6
10.1.4.0120,SAGE 4 NNW,WY,1,41.8667,-111,1892.8,1.2
10.1.4.0122,SARATOGA,WY,1,41.4528,-106.8053,2069.6,1
10.1.4.0125,SHELL,WY,1,44.5353,-107.7775,1293,0.8
10.1.4.0126,SHIRLEY BASIN,WY,1,42.3703,-106.105,2151,1.7
10.1.4.0127,SHOSHONI,WY,1,43.2372,-108.1097,1474.3,0.5
10.1.4.0128,SOUTH PASS CITY,WY,1,42.4667,-108.8,2389.6,4.2
10.1.4.0129,SUNSHINE 3NE,WY,1,44.0758,-108.9547,1897.1,1.4
10.1.4.0131,TENSLEEP 4NE,WY,1,44.0647,-107.3819,1447.2,0.7
10.1.4.0132,TENSLEEP 16SSE,WY,1,43.8111,-107.3653,1426.5,1.1
10.1.4.0134,THERMOPOLIS 21WNW,WY,1,43.7231,-108.6964,1679.4,0.7
10.1.4.0135,WAMSUTTER,WY,1,41.6717,-107.9783,2054.4,0.8
10.1.4.0137,WORLAND,WY,1,44.0114,-107.9683,1236.9,0.5
10.1.4.0138,Middle Powder,WY,1,43.63,-107.18,2365.2,6
10.1.4.0140,Owl Creek,WY,1,43.66,-109.01,2735.6,3.2
10.1.4.0141,Hams Fork,WY,1,42.15,-110.68,2389.6,4.9
10.1.4.0143,Giveout,ID,1,42.41,-111.17,2112.3,5
10.1.4.0145,LANDER HUNT FLD AP,WY,1,42.8153,-108.7261,1704.4,1.1
10.1.4.0146,LARAMIE RGNL AP,WY,1,41.3119,-105.6747,2214.7,1
10.1.4.0147,ROCK SPRINGS AP,WY,1,41.5944,-109.0528,2054.7,0.8
10.1.4.0148,RAWLINS MUNI AP,WY,1,41.8056,-107.19970000000001,2053.1,0.9
10.1.4.0150,WORLAND,WY,1,43.9658,-107.9508,1271.6,0.6
10.1.5.0002,FALLON 0.8 WSW,NV,1,39.4642,-118.7863,1210.8,0.3
10.1.5.0022,HILLS 0.9 SW,UT,1,41.66305,-111.8907,1369.75,1.3
10.1.5.0023,RICHMOND 0.5 WNW,UT,1,41.91425,-111.81465,1410.65,1.5
10.1.5.0025,NORTH LOGAN 0.8 ESE,UT,1,41.7573,-111.8014,1453.75,1.3
10.1.5.0026,LOGAN 0.7 SW,UT,1,41.7337,-111.8508,1370.1,1
10.1.5.0027,FARMINGTON 1.8 W,UT,1,40.98535,-111.9143,1297.05,1.4
10.1.5.0029,OAK CITY 0.3 SSE,UT,1,39.3778,-112.31695,1559.05,0.8
10.1.5.0030,DELTA,UT,1,39.3485,-112.579,1411.1,0.5
10.1.5.0041,WEST WEBER 1.0 ESE,UT,1,41.2377,-112.046,1299.65,1
10.1.5.0043,BENTON INSPECTION STN,CA,1,37.8428,-118.4783,1664.2,1.1
10.1.5.0044,BODIE CALIFORNIA ST HISTORIC P,CA,1,38.2119,-119.0142,2551.2,5.8
10.1.5.0045,BRIDGEPORT,CA,1,38.2575,-119.2286,1972.1,3
10.1.5.0047,DEEP SPRINGS COLLEGE,CA,1,37.3739,-117.9803,1592.6,0.7
10.1.5.0048,DOYLE,CA,1,40.0267,-120.1056,1308.5,0.8
10.1.5.0049,DOYLE 4 SSE,CA,1,39.9717,-120.0828,1338.1,1
10.1.5.0050,INDEPENDENCE,CA,1,36.7981,-118.2036,1204,0.7
10.1.5.0053,MONO LAKE,CA,1,38,-119.15,1965.7,3.8
10.1.5.0056,MALAD,ID,1,42.2,-112.2667,1396.3,1.5
10.1.5.0058,PRESTON SUGAR FACTORY,ID,1,42.0667,-111.85,1439.9,1.5
10.1.5.0060,ADAVEN,NV,1,38.1167,-115.5833,1905,1.9
10.1.5.0062,ARTHUR 4NW,NV,1,40.7808,-115.1853,1905,3.3
10.1.5.0063,AUSTIN #2,NV,1,39.4931,-117.0675,2066.5,1.5
10.1.5.0066,BEOWAWE,NV,1,40.5903,-116.475,1432.6,0.5
10.1.5.0068,BLUE EAGLE RCH - CURRANT 12SSW,NV,1,38.5208,-115.5444,1425.9,0.5
10.1.5.0071,CALIENTE,NV,1,37.6128,-114.5264,1334.7,0.6
10.1.5.0073,CARSON CITY,NV,1,39.1253,-119.7678,1451.2,1.2
10.1.5.0086,DYER 5S,NV,1,37.6064,-118,1493.5,0.6
10.1.5.0088,ELY YELLAND FLD AP,NV,1,39.29735,-114.84115,1908.85,0.7
10.1.5.0089,EMIGRANT PASS HWY STN,NV,1,40.6582,-116.30945,1756.25,1.3
10.1.5.0090,EUREKA,NV,1,39.5169,-115.9622,1959.9,1.4
10.1.5.0094,GERLACH,NV,1,40.6517,-119.3578,1205.2,0.4
10.1.5.0096,GIBBS RCH - JARBIDGE 24SE,NV,1,41.5697,-115.2111,1816.6,1.4
10.1.5.0097,GOLCONDA,NV,1,40.9567,-117.4922,1339.3,0.4
10.1.5.0098,GOLDFIELD,NV,1,37.7081,-117.2331,1734.3,0.7
10.1.5.0099,GREAT BASIN NP,NV,1,39.0028,-114.21865,2084.25,1.9
10.1.5.0101,HAWTHORNE AP,NV,1,38.55,-118.6667,1286.3,0.3
10.1.5.0103,IMLAY,NV,1,40.6564,-118.1631,1298.4,0.4
10.1.5.0104,JIGGS 3 N,NV,1,40.45,-115.65,1652.9,1.8
10.1.5.0108,KINGS RVR VLY - OROVADA 26NW,NV,1,41.7436,-118.2258,1292.4,0.7
10.1.5.0110,LAHONTAN DAM,NV,1,39.4689,-119.0644,1270.1,0.4
10.1.5.0114,LAMOILLE PH,NV,1,40.6833,-115.4667,1918.1,2.7
10.1.5.0115,LEONARD CREEK RCH - DENIO 33S,NV,1,41.5167,-118.7192,1292,0.7
10.1.5.0116,LOVELOCK,NV,1,40.1808,-118.51,1211.3,0.3
10.1.5.0117,LUND,NV,1,38.8678,-115.0167,1690.4,0.6
10.1.5.0119,MCGILL,NV,1,39.4136,-114.7733,1911.1,0.7
10.1.5.0122,MINA,NV,1,38.3878,-118.1092,1396,0.3
10.1.5.0123,MINDEN,NV,1,38.9547,-119.7758,1435.3,1
10.1.5.0124,MONTELLO 2NE,NV,1,41.2781,-114.1706,1472.2,0.6
10.1.5.0128,NORTH FORK MNTC STN,NV,1,41.4833,-115.8167,1891,2.5
10.1.5.0130,OROVADA 3 W,NV,1,41.5683,-117.8389,1280.2,0.5
10.1.5.0132,PARADISE VALLEY 1 NW,NV,1,41.5022,-117.5478,1389.9,1
10.1.5.0135,PINE VALLEY - CARLIN 20S,NV,1,40.4351,-116.1178,1557.8,0.7
10.1.5.0136,PIOCHE,NV,1,37.9339,-114.4522,1825.8,1.5
10.1.5.0143,RUBY LAKE NWR,NV,1,40.2022,-115.493,1834.6,1.3
10.1.5.0144,RUTH,NV,1,39.2764,-114.9911,2090.3,1.6
10.1.5.0146,RYE PATCH DAM,NV,1,40.4661,-118.3047,1260.3,0.4
10.1.5.0147,SAND PASS,NV,1,40.3167,-119.8,1189.9,0.5
10.1.5.0157,SNOWBALL RCH,NV,1,39.0403,-116.1989,2182.4,1
10.1.5.0160,SPRING VALLEY SP,NV,1,38.0406,-114.18,1813.6,0.9
10.1.5.0163,SUNNYSIDE - LUND 31S,NV,1,38.4231,-115.0225,1614.5,0.5
10.1.5.0164,SUTCLIFFE,NV,1,39.9508,-119.5986,1188.7,0.5
10.1.5.0166,TOPAZ LAKE,NV,1,38.7394,-119.5181,1613,0.9
10.1.5.0168,VIRGINIA CITY,NV,1,39.3128,-119.6483,1932.4,2.8
10.1.5.0172,WELLS,NV,1,41.1006,-114.9736,1737.4,1
10.1.5.0173,WILD HORSE RSVR,NV,1,41.6358,-115.8008,1901.6,4.5
10.1.5.0175,YERINGTON,NV,1,38.9992,-119.1575,1335,0.4
10.1.5.0176,ALPINE,UT,1,40.4644,-111.7708,1545.3,1.3
10.1.5.0179,BEAR RIVER REFUGE,UT,1,41.4667,-112.2667,1284.1,0.9
10.1.5.0180,BEAVER,UT,1,38.3,-112.65,1810.5,0.8
10.1.5.0181,BENMORE,UT,1,40.0333,-112.4167,1815.1,1.2
10.1.5.0183,BLACK ROCK,UT,1,38.7075,-112.9539,1498.4,0.6
10.1.5.0184,BOUNTIFUL-VAL VERDA,UT,1,40.8547,-111.8903,1383.8,1.1
10.1.5.0186,BRIGHAM CITY,UT,1,41.4833,-112.0333,1324.1,1.3
10.1.5.0187,BRIGHAM CITY WASTE PLT,UT,1,41.5239,-112.0436,1289.3,1.1
10.1.5.0188,CALLAO,UT,1,39.8997,-113.7128,1323.4,0.5
10.1.5.0191,CEDAR CITY POWERHOUSE,UT,1,37.6833,-113.0833,1731.9,1
10.1.5.0193,CORINNE,UT,1,41.5481,-112.1106,1289.3,1.3
10.1.5.0195,CUTLER DAM,UT,1,41.8328,-112.0558,1307.6,1.6
10.1.5.0197,DESERET,UT,1,39.2872,-112.6519,1399,0.5
10.1.5.0200,DUGWAY PROVING GROUNDS,UT,1,40.1836,-112.9275,1326.65,0.4
10.1.5.0201,ELBERTA,UT,1,39.95,-111.95,1429.5,0.7
10.1.5.0202,ENTERPRISE,UT,1,37.5764,-113.715,1621.5,1.4
10.1.5.0203,ENTERPRISE BERYL JCT,UT,1,37.7697,-113.6556,1569.7,0.7
10.1.5.0204,ESKDALE,UT,1,39.1078,-113.9533,1517.9,0.5
10.1.5.0205,EUREKA,UT,1,39.95,-112.1167,1975.1,3.3
10.1.5.0206,FAIRFIELD,UT,1,40.2622,-112.0897,1487.4,0.8
10.1.5.0207,FARMINGTON 3 NW,UT,1,41.0203,-111.9328,1335,1.1
10.1.5.0208,FILLMORE,UT,1,38.9603,-112.3239,1562.7,1.3
10.1.5.0209,FISH SPRINGS NWR,UT,1,39.84,-113.3978,1328,0.4
