CLUST,NAME,STATE,TIER,LATITUDE,LONGITUDE,ELEVATION,EVENT50
9.3.1.0193,POWER 6 SE,MT,1,47.6544,-111.5981,1143,0.9
9.3.1.0194,RAYMOND BORDER STN,MT,1,48.9975,-104.575,714.8,1.1
9.3.1.0195,REDSTONE,MT,1,48.8197,-104.9428,641.9,1.2
9.3.1.0196,ROGERS PASS 9 NNE,MT,1,47.19,-112.29,1280.2,2.3
9.3.1.0200,SACO 1 NNW,MT,1,48.4661,-107.3528,666,1.1
9.3.1.0206,SIMPSON 6 N - WILDHORSE,MT,1,48.9981,-110.2158,858,1.1
9.3.1.0208,SUNBURST 8 E,MT,1,48.8869,-111.7275,1127.8,0.8
9.3.1.0210,SUN RVR 4 S,MT,1,47.4772,-111.7375,1097.3,0.8
9.3.1.0215,TURNER,MT,1,48.85,-108.4,928.4,0.9
9.3.1.0216,VALIER,MT,1,48.3119,-112.2492,1160.4,0.9
9.3.1.0217,VIDA 6 NE,MT,1,47.88,-105.3686,696.2,1.2
9.3.1.0219,WESTBY,MT,1,48.8744,-104.0503,641.6,1.9
9.3.1.0220,WHITEWATER,MT,1,48.7597,-107.625,709.6,1.1
9.3.1.0222,WOLF POINT 5 ESE,MT,1,48.08885,-105.55385,606.1,1.1
9.3.1.0223,BUTTE,NE,1,42.9131,-98.8511,550.5,1.1
9.3.1.0225,LYNCH,NE,1,42.8294,-98.4583,423.7,1.1
9.3.1.0226,NIOBRARA,NE,1,42.7472,-98.0467,376.1,1.1
9.3.1.0227,O'NEILL,NE,1,42.4594,-98.6564,606.6,1
9.3.1.0231,SPENCER 6 SSE,NE,1,42.7981,-98.6508,486.5,1
9.3.1.0233,ASHLEY,ND,1,46.0406,-99.3742,613.9,1.6
9.3.1.0235,BISMARCK,ND,1,46.77125,-100.75975,504.3,1.2
9.3.1.0236,BISMARCK 7 N,ND,1,46.9367,-100.7444,624.8,1.5
9.3.1.0237,EPPING,ND,1,48.2833,-103.3667,676.7,1.2
9.3.1.0238,FORBES 10 NW,ND,1,46.0347,-98.9436,627.9,2.5
9.3.1.0240,GACKLE,ND,1,46.6275,-99.1383,594.7,1.6
9.3.1.0241,GARRISON,ND,1,47.6539,-101.4197,588.9,1.6
9.3.1.0242,GRENORA,ND,1,48.6167,-103.9333,648.9,1.5
9.3.1.0243,HAGUE,ND,1,46.025,-99.9911,578.5,1.2
9.3.1.0247,MAX,ND,1,47.8214,-101.2922,643.1,1.6
9.3.1.0248,MC CLUSKY,ND,1,47.4825,-100.4444,587.3,1.8
9.3.1.0249,MEDINA,ND,1,46.8928,-99.2897,551.7,1.3
9.3.1.0250,MOFFIT 3 SE,ND,1,46.6706,-100.2294,548.6,1.2
9.3.1.0251,NAPOLEON,ND,1,46.5067,-99.7692,603.5,1.9
9.3.1.0252,PARSHALL,ND,1,47.95,-102.1333,595,1.2
9.3.1.0253,PETTIBONE,ND,1,47.1167,-99.5333,563.9,1.5
9.3.1.0254,POWERS LAKE 1N,ND,1,48.5722,-102.6467,672.1,1.4
9.3.1.0256,RIVERDALE,ND,1,47.4914,-101.3775,598,1.2
9.3.1.0257,STANLEY 3 NNW,ND,1,48.3567,-102.4117,694.9,1.6
9.3.1.0258,STEELE 4N,ND,1,46.8947,-99.9483,564.8,1.6
9.3.1.0259,STREETER 5 NW,ND,1,46.7153,-99.4475,597.7,1.8
9.3.1.0260,TAGUS,ND,1,48.3475,-101.9325,661.4,1.6
9.3.1.0261,TIOGA 1E,ND,1,48.3989,-102.9181,684.3,1.5
9.3.1.0262,TURTLE LAKE,ND,1,47.5214,-100.8883,577,1.2
9.3.1.0263,TUTTLE,ND,1,47.1333,-100,572.7,1.7
9.3.1.0264,UNDERWOOD,ND,1,47.455,-101.1461,623.3,1.5
9.3.1.0266,WASHBURN,ND,1,47.2981,-101.03,534.9,1.4
9.3.1.0267,WILDROSE 3NW,ND,1,48.6631,-103.2131,678.8,1.6
9.3.1.0268,WILLISTON EXP FARM,ND,1,48.1375,-103.7372,641.6,1.2
9.3.1.0269,WILTON,ND,1,47.1603,-100.7892,666.9,1.6
9.3.1.0270,WISHEK,ND,1,46.2608,-99.56,620.9,1.9
9.3.1.0271,WOODWORTH 3NE,ND,1,47.1844,-99.2917,585.2,1.5
9.3.1.0273,ACADEMY 2NE,SD,1,43.4892,-99.0631,512.1,1.2
9.3.1.0274,ARMOUR,SD,1,43.3131,-98.3486,460.2,1.2
9.3.1.0275,BLUNT,SD,1,44.5128,-99.9881,494.1,1.2
9.3.1.0276,BOWDLE,SD,1,45.4522,-99.6533,611.1,1.4
9.3.1.0277,CHAMBERLAIN 5 S,SD,1,43.735,-99.312,506,1.1
9.3.1.0278,EUREKA,SD,1,45.7656,-99.6222,570.3,1.7
9.3.1.0279,FAIRFAX,SD,1,43.0322,-98.88665,597.75,1.1
9.3.1.0282,GANN VALLEY 4NW,SD,1,44.0569,-99.0719,524.3,1
9.3.1.0283,GETTYSBURG,SD,1,45.0194,-99.9403,635.2,1.4
9.3.1.0285,GREGORY,SD,1,43.2356,-99.4342,658.4,1.1
9.3.1.0286,HARROLD 12 SSW,SD,1,44.3628,-99.8033,518.5,1.6
9.3.1.0287,HIGHMORE 23 N,SD,1,44.8444,-99.4894,570,1.1
9.3.1.0289,IPSWICH,SD,1,45.4472,-99.0386,471.5,1.3
9.3.1.0290,ONAKA,SD,1,45.1917,-99.4667,570.6,1.2
9.3.1.0291,ONIDA 4 NW,SD,1,44.7322,-100.1447,564.2,1.3
9.3.1.0292,PICKSTOWN,SD,1,43.0689,-98.5325,454.2,1.1
9.3.1.0293,PLATTE,SD,1,43.3892,-98.8411,490.7,1.1
9.3.1.0294,POLLOCK,SD,1,45.9033,-100.2878,499.6,1.1
9.3.1.0296,SELBY,SD,1,45.51,-100.0356,579.7,1.5
9.3.1.0297,STEPHAN 2 NW,SD,1,44.2661,-99.4431,550.2,1.2
9.3.1.0298,WAGNER,SD,1,43.0833,-98.2894,435.9,1.1
9.3.1.0299,WESSINGTON SPRINGS 7SW,SD,1,44.0433,-98.7089,542.5,1.7
9.3.1.0300,WHITE LAKE,SD,1,43.6872,-98.6717,496.5,1.3
9.3.1.0301,PIERRE RGNL AP,SD,1,44.3814,-100.2856,531,1.1
9.3.1.0302,HAVRE WB CITY,MT,1,48.5667,-109.6667,759.9,1
9.3.1.0304,CUT BANK MUNI AP,MT,1,48.6033,-112.3753,1169.8,0.8
9.3.1.0305,ST MARIE,MT,1,48.4089,-106.5144,840,1.1
9.3.1.0306,HAVRE CITY CO AP,MT,1,48.5428,-109.7633,787.9,1.1
9.3.1.0307,WILLISTON SLOULIN INTL AP,ND,1,48.1739,-103.6367,579.7,1.3
9.3.3.0001,HARDIN 0.6 ENE,MT,1,45.73385,-107.6056,880.85,0.9
9.3.3.0003,FORT SMITH 0.5 ENE,MT,1,45.3118,-107.9273,1004.05,0.7
9.3.3.0019,BIG TIMBER 0.3 ESE,MT,1,45.83275,-109.94805,1249.4,1.1
9.3.3.0039,EDGEMONT 0.4 W,SD,1,43.30615,-103.8281,1057.95,0.7
9.3.3.0058,BUFFALO 0.4 NNE,WY,1,44.3507,-106.70635,1423.3,0.7
9.3.3.0069,NEWCASTLE 0.8 ESE,WY,1,43.84915,-104.1887,1344.3,0.6
9.3.3.0071,ADEL,MT,1,47.0092,-111.6742,1529.2,2.4
9.3.3.0072,ALBION 1 N,MT,1,45.2089,-104.2647,1009.5,0.9
9.3.3.0073,BAKER,MT,1,46.3661,-104.2822,894,1.2
9.3.3.0074,BALLANTINE,MT,1,45.9497,-108.1439,914.4,0.7
9.3.3.0075,BARBER,MT,1,46.3108,-109.3719,1136.9,0.9
9.3.3.0076,BELLTOWER,MT,1,45.6947,-104.3856,985.7,0.7
9.3.3.0077,BIDDLE,MT,1,45.0983,-105.3383,1016.2,0.9
9.3.3.0078,BIDDLE 8 SW,MT,1,45.0428,-105.48,1106.7,1
9.3.3.0080,BILLINGS WTP,MT,1,45.7717,-108.4811,944,0.9
9.3.3.0081,BIRNEY,MT,1,45.3247,-106.5125,963.2,0.9
9.3.3.0085,BRANDENBERG,MT,1,45.8161,-106.2328,844.3,0.9
9.3.3.0086,BRIDGER 2 N,MT,1,45.3261,-108.9092,1092.1,0.7
9.3.3.0087,BROADUS,MT,1,45.4442,-105.4072,924.2,1
9.3.3.0090,BRUSETT 3 N,MT,1,47.4647,-107.3114,906.5,1.3
9.3.3.0091,BUSBY,MT,1,45.5397,-106.9597,1045.5,1.1
9.3.3.0095,CIRCLE,MT,1,47.4122,-105.5956,755.9,1.1
9.3.3.0096,CIRCLE 7 N,MT,1,47.5167,-105.5667,741,0.8
9.3.3.0098,COHAGEN,MT,1,47.0567,-106.6167,831.2,1.1
9.3.3.0099,COLSTRIP,MT,1,45.8944,-106.6336,980.8,0.8
9.3.3.0100,COLUMBUS,MT,1,45.6444,-109.2675,1097.9,1
9.3.3.0102,CROW AGENCY,MT,1,45.6,-107.45,923.5,0.9
9.3.3.0103,DENTON,MT,1,47.3181,-109.9372,1100.3,1.3
9.3.3.0106,EKALAKA,MT,1,45.8864,-104.5478,1046.1,1.2
9.3.3.0111,FLATWILLOW 4 ENE,MT,1,46.8217,-108.3725,1003.4,0.9
9.3.3.0113,FORSYTH 2 E,MT,1,46.2667,-106.6167,830,0.8
9.3.3.0114,FT LOGAN 4 ESE,MT,1,46.6547,-111.0939,1435.6,1.3
9.3.3.0116,GARLAND,MT,1,46.05,-105.9167,793.1,0.8
9.3.3.0118,GIBSON 2 NE,MT,1,46.0397,-109.4953,1354.5,1.3
9.3.3.0119,GLENDIVE,MT,1,47.1064,-104.7183,632.8,0.9
9.3.3.0120,GRASS RANGE,MT,1,47.0256,-108.8036,1063.8,1
9.3.3.0123,HARLOWTON,MT,1,46.4356,-109.8428,1286.9,0.9
9.3.3.0125,HAXBY 18 SW,MT,1,47.5667,-106.7,808,1.1
9.3.3.0128,HOBSON,MT,1,46.9997,-109.8703,1293.6,1.3
9.3.3.0130,HUNTLEY EXP STN,MT,1,45.9228,-108.2453,924.8,0.9
9.3.3.0131,HYSHAM,MT,1,46.2897,-107.2306,813.5,0.8
9.3.3.0132,HYSHAM 25 SSE,MT,1,45.9353,-107.1375,944.9,1.1
9.3.3.0134,INGOMAR 9 E,MT,1,46.5675,-107.195,853.4,0.9
9.3.3.0135,JOLIET,MT,1,45.4733,-109.0106,1169.8,0.9
9.3.3.0136,JORDAN,MT,1,47.3201,-106.9289,805,0.7
9.3.3.0144,LAME DEER,MT,1,45.6258,-106.6642,1005.8,1.1
9.3.3.0145,LAUREL 3 WSW,MT,1,45.6667,-108.8167,1011.6,0.7
9.3.3.0146,LENNEP 5 SW,MT,1,46.3614,-110.5997,1706.9,1.9
9.3.3.0148,LINDSAY,MT,1,47.2253,-105.1522,819.9,1.1
9.3.3.0149,LIVINGSTON,MT,1,45.6667,-110.5667,1368.9,0.9
9.3.3.0150,LIVINGSTON RAIN GAUGE,MT,1,45.6976,-110.44735,1423.4,0.9
9.3.3.0151,LOWETH,MT,1,46.3667,-110.7,1769.1,2.3
9.3.3.0152,MACKENZIE,MT,1,46.1422,-104.7353,856.5,0.9
9.3.3.0153,MARTINSDALE 3 NNW,MT,1,46.5,-110.3378,1463,1.5
9.3.3.0155,MELSTONE,MT,1,46.6008,-107.8706,893.7,1.1
9.3.3.0157,MILDRED,MT,1,46.6833,-104.95,734.9,0.8
9.3.3.0158,MILES CITY,MT,1,46.4,-105.8167,719.9,0.8
9.3.3.0159,MIZPAH 4 NNW,MT,1,46.2858,-105.2919,755.9,1
9.3.3.0160,MOCCASIN EXP STN,MT,1,47.0572,-109.9511,1310.6,1.4
9.3.3.0162,MOORHEAD 9 NE,MT,1,45.1758,-105.7517,981.5,0.8
9.3.3.0167,NYE #2,MT,1,45.435,-109.8081,1475.2,2.1
9.3.3.0169,PLEVNA,MT,1,46.4178,-104.5164,847.3,1.2
9.3.3.0171,POWDERVILLE 8 NNE,MT,1,45.8525,-105.035,853.4,1.1
9.3.3.0173,PRYOR,MT,1,45.4339,-108.5361,1236.6,1.1
9.3.3.0174,RAPELJE,MT,1,45.9717,-109.2536,1239.9,1
9.3.3.0175,RAYNESFORD,MT,1,47.29025,-110.73945,1285.8,2.7
9.3.3.0176,RED LODGE,MT,1,45.1769,-109.2572,1720.9,3.2
9.3.3.0178,RIDGEWAY 1 S,MT,1,45.5022,-104.4478,1010.7,1.5
9.3.3.0180,ROCK SPRINGS,MT,1,46.8203,-106.2453,921.7,0.7
9.3.3.0183,ROUNDUP,MT,1,46.4381,-108.5319,975.4,0.8
9.3.3.0185,ROY 8 NE,MT,1,47.4869,-108.8372,940.3,1.4
9.3.3.0187,RYEGATE 18 NNW,MT,1,46.5333,-109.3442,1353.3,1
9.3.3.0190,SAVAGE,MT,1,47.4536,-104.3378,602,1
9.3.3.0191,SIDNEY,MT,1,47.7283,-104.1467,588.6,1.2
9.3.3.0196,SPRINGDALE,MT,1,45.7383,-110.2242,1290.8,0.9
9.3.3.0197,STANFORD,MT,1,47.15,-110.2167,1304.8,1.1
9.3.3.0198,STANFORD,MT,1,47.155,-110.2239,1481.3,1.4
9.3.3.0204,VALENTINE,MT,1,47.3392,-108.4992,885.4,0.9
9.3.3.0205,VOLBORG,MT,1,45.8436,-105.6808,908.3,1
9.3.3.0206,WHITE SULPHUR SPRINGS,MT,1,46.54305,-110.9021,1554.5,0.9
9.3.3.0207,WIBAUX 2 E,MT,1,46.9878,-104.1567,821.7,1
9.3.3.0208,WILSALL 8 ENE,MT,1,46.0306,-110.5056,1787.7,2.4
9.3.3.0209,WINIFRED,MT,1,47.5597,-109.3767,988.5,1.3
9.3.3.0210,WINNETT 5 NNE,MT,1,47.0749,-108.31655,882.1,1
9.3.3.0212,WYOLA 1 SW,MT,1,45.1217,-107.4061,1136.9,1.1
9.3.3.0213,CHADRON 3SW,NE,1,42.8083,-103.0533,1031.1,0.8
9.3.3.0216,SPRINGVIEW 2NW,NE,1,42.8389,-99.7781,727.9,0.9
9.3.3.0220,ALMONT 7 W,ND,1,46.7167,-101.65,702,1.2
9.3.3.0221,AMIDON,ND,1,46.4819,-103.3222,887,1.1
9.3.3.0222,BEACH,ND,1,46.9283,-104.0158,853.4,1
9.3.3.0224,BEULAH 1 W,ND,1,47.2622,-101.7906,544.1,1.5
9.3.3.0226,BOWMAN,ND,1,46.193600000000004,-103.3714,909.2,1.5
9.3.3.0229,CARSON,ND,1,46.425,-101.5742,711.7,1.2
9.3.3.0230,CENTER 4SE,ND,1,47.0644,-101.2119,606.6,1.4
9.3.3.0231,DICKINSON,ND,1,46.8914,-102.7792,749.8,1.1
9.3.3.0233,DUNN CENTER  1E,ND,1,47.3467,-102.5869,671.8,1.4
9.3.3.0236,FAIRFIELD,ND,1,47.1906,-103.2247,838.2,1.3
9.3.3.0238,FT YATES 4 SW,ND,1,46.05,-100.6667,510.5,1.2
9.3.3.0240,GRASSY BUTTE 2ENE,ND,1,47.4011,-103.2072,813.8,1.4
9.3.3.0244,HEBRON,ND,1,46.9075,-102.0383,658.4,2
9.3.3.0245,HETTINGER,ND,1,45.99845,-102.6457,820.4,1.1
9.3.3.0246,KEENE 3S,ND,1,47.8967,-102.9208,752.9,1.1
9.3.3.0248,KILLDEER 8 NW,ND,1,47.4667,-102.8333,577.6,1.8
9.3.3.0250,LINTON,ND,1,46.2667,-100.2306,515.1,1.4
9.3.3.0251,MANDAN EXP STN,ND,1,46.8128,-100.9097,533.4,1.4
9.3.3.0253,MARMARTH,ND,1,46.2979,-103.91835,826.3,1.1
9.3.3.0254,MEDORA,ND,1,46.9164,-103.52155,691.6,1
9.3.3.0255,MOTT,ND,1,46.3747,-102.3211,739.4,1.2
9.3.3.0256,NEW ENGLAND,ND,1,46.5414,-102.8692,804.4,1.3
9.3.3.0258,NEW SALEM 5NW,ND,1,46.8925,-101.4897,655.3,1.7
9.3.3.0260,PRETTY ROCK,ND,1,46.1758,-101.8561,755.9,1.4
9.3.3.0262,REEDER,ND,1,46.1089,-102.9447,864.1,1
9.3.3.0265,RICHARDTON ABBEY,ND,1,46.8886,-102.3192,752.9,1.3
9.3.3.0267,SHIELDS,ND,1,46.2331,-101.1292,550.5,1.6
9.3.3.0269,TROTTERS 6 SE,ND,1,47.2921,-103.88365,739.3,1
9.3.3.0271,WATAUGA S DAK 8 N,ND,1,46.0233,-101.5664,630.9,1.4
9.3.3.0272,WATFORD CITY,ND,1,47.8039,-103.2892,661.4,1.4
9.3.3.0274,WATFORD CITY 14S,ND,1,47.6,-103.2597,617.8,1.1
9.3.3.0279,ARDMORE 1 NW,SD,1,43.03,-103.66,1079,0.8
9.3.3.0280,BELLE FOURCHE,SD,1,44.6714,-103.8511,920.5,0.9
9.3.3.0281,BELLE FOURCHE 22 NNW,SD,1,44.9906,-103.9339,975.4,0.9
9.3.3.0284,BISON,SD,1,45.5286,-102.465,847.3,1.2
9.3.3.0285,BUFFALO GAP,SD,1,43.4917,-103.3131,971.7,0.6
9.3.3.0286,CAMP CROOK,SD,1,45.5489,-103.9744,951,1.2
9.3.3.0288,CEDAR BUTTE,SD,1,43.5772,-101.0189,717.8,0.9
9.3.3.0290,CHAMBERLAIN,SD,1,43.8,-99.3333,427,1.1
9.3.3.0292,COTTONWOOD 2 E,SD,1,43.9611,-101.8606,723.3,0.9
9.3.3.0293,DUPREE,SD,1,45.0469,-101.605,722.7,1.3
9.3.3.0295,DUPREE 15 SSE,SD,1,44.8658,-101.4672,640.1,1.4
9.3.3.0296,EAGLE BUTTE,SD,1,45.0117,-101.2483,725.7,1.5
9.3.3.0297,LODGEPOLE 10 NW,SD,1,45.875,-102.85,801.8,1.4
9.3.3.0298,ELM SPRINGS 3 ESE,SD,1,44.318600000000004,-102.4683,806.2,0.8
9.3.3.0299,FAITH,SD,1,45.0203,-102.0367,790,1.2
9.3.3.0301,FT PIERRE 17 WSW,SD,1,44.2444,-100.6592,484.6,1
9.3.3.0303,GLAD VALLEY 2 W,SD,1,45.4008,-101.8103,758,2
9.3.3.0304,HARDING 3 SE,SD,1,45.36,-103.8117,1036.3,1.4
9.3.3.0305,HARRINGTON,SD,1,43.1647,-101.2567,908.3,1
9.3.3.0310,HERMOSA 3 SSW,SD,1,43.8069,-103.2131,1043.9,0.6
9.3.3.0311,HILLAND 2 NW,SD,1,44.3083,-101.8683,771.1,0.9
9.3.3.0313,HOPEWELL 1 SE,SD,1,44.5,-100.8667,586.1,1.1
9.3.3.0314,INTERIOR 3 NE,SD,1,43.7483,-101.9414,743.7,0.7
9.3.3.0316,KADOKA,SD,1,43.8353,-101.5147,746.8,1
9.3.3.0319,KENNEBEC,SD,1,43.9025,-99.8583,512.4,1.3
9.3.3.0320,KIRLEY 6 N,SD,1,44.6122,-101.3369,658.4,1.2
9.3.3.0323,LEMMON,SD,1,45.9397,-102.1575,782.4,1.2
9.3.3.0326,LONGVALLEY,SD,1,43.46,-101.4956,752.9,0.8
9.3.3.0327,LUDLOW 3 SSE,SD,1,45.785,-103.3719,911.4,1.1
9.3.3.0329,MARTIN,SD,1,43.1803,-101.7386,1015,0.9
9.3.3.0332,MAURINE 12SW,SD,1,44.8656,-102.5658,801.3,1.5
9.3.3.0333,MC INTOSH 6 SE,SD,1,45.8383,-101.2767,664.2,1.7
9.3.3.0334,MC LAUGHLIN,SD,1,45.8133,-100.8072,609.9,1.7
9.3.3.0336,MIDLAND,SD,1,44.0667,-101.15,570,0.9
9.3.3.0337,MILESVILLE 5 NE,SD,1,44.5172,-101.6183,681.8,1.3
9.3.3.0339,MISSION,SD,1,43.3061,-100.6558,788.5,0.8
9.3.3.0340,MISSION 14 S,SD,1,43.1122,-100.6111,856.5,1.1
9.3.3.0342,MOBRIDGE 2NNW,SD,1,45.5656,-100.4489,516,1.2
9.3.3.0344,MURDO,SD,1,43.8878,-100.7075,705.9,1
9.3.3.0345,NEWELL,SD,1,44.7136,-103.4258,871.7,1
9.3.3.0347,OELRICHS,SD,1,43.1878,-103.2372,1020.5,0.9
9.3.3.0349,ORAL,SD,1,43.4033,-103.2683,902.2,0.7
9.3.3.0350,ORMAN DAM,SD,1,44.7333,-103.6667,894,0.7
9.3.3.0352,PINE RIDGE,SD,1,43.0167,-102.5667,985.1,0.7
9.3.3.0354,PORCUPINE 11 N,SD,1,43.395,-102.3894,859.5,0.9
9.3.3.0357,RALPH 1 N,SD,1,45.7842,-103.0656,850.4,1.1
9.3.3.0358,REDIG 11 NE,SD,1,45.3767,-103.3675,935.7,1.2
9.3.3.0359,RED OWL,SD,1,44.6981,-102.5608,845.2,1.6
9.3.3.0370,TIMBER LAKE,SD,1,45.4283,-101.0764,662.3,1.2
9.3.3.0373,VALE,SD,1,44.6167,-103.4,844.9,0.8
9.3.3.0374,VIVIAN,SD,1,43.9333,-100.3,583.1,1.1
9.3.3.0375,WASTA,SD,1,44.0681,-102.44970000000001,709.6,0.8
9.3.3.0377,WINNER,SD,1,43.3686,-99.8403,614.5,1.1
9.3.3.0378,WOOD,SD,1,43.4989,-100.4814,664.5,1.2
9.3.3.0379,ZEONA 10 SSW,SD,1,45.0669,-102.9956,832.1,1.2
9.3.3.0383,BILLY CREEK,WY,1,44.1242,-106.7319,1516.4,0.5
9.3.3.0388,CASPER 2 E,WY,1,42.85,-106.2667,1585.9,0.7
9.3.3.0391,CLEARMONT 5 SW,WY,1,44.5781,-106.4472,1217.7,0.8
9.3.3.0392,COLONY,WY,1,44.8711,-104.1533,1060.7,1.1
9.3.3.0395,DILLINGER,WY,1,44.0992,-105.1175,1313.7,1
9.3.3.0396,DOUGLAS 1 SE,WY,1,42.74835,-105.3635,1485.75,0.8
9.3.3.0398,DULL CTR 1SE,WY,1,43.4117,-104.9614,1345.7,0.7
9.3.3.0399,ECHETA 2 NW,WY,1,44.4828,-105.8992,1219.2,1.2
9.3.3.0400,GILLETTE 4SE,WY,1,44.2667,-105.4489,1414.3,0.7
9.3.3.0401,GILLETTE 18 SW,WY,1,44.0833,-105.7167,1495,1.1
9.3.3.0403,GLENROCK 5 ESE,WY,1,42.8267,-105.7878,1508.2,0.6
9.3.3.0407,KAYCEE,WY,1,43.7144,-106.6375,1420.4,0.6
9.3.3.0415,LEITER 9N,WY,1,44.85,-106.2889,1268,0.8
9.3.3.0420,MIDWEST,WY,1,43.4131,-106.2772,1481.3,0.8
9.3.3.0427,REDBIRD,WY,1,43.245,-104.2881,1185.7,0.7
9.3.3.0429,ROCHELLE 7ENE,WY,1,43.645,-104.8414,1292,0.6
9.3.3.0430,ROCKYPOINT 7NNE,WY,1,44.9917,-105.0472,1191.8,1.1
9.3.3.0432,SHERIDAN CO AP,WY,1,44.7647,-106.96915,1202.4,0.8
9.3.3.0433,SHERIDAN FLD STN,WY,1,44.8406,-106.8383,1143,0.9
9.3.3.0434,SPENCER 10 NE,WY,1,43.4333,-104.1667,1158.8,0.7
9.3.3.0436,UPTON,WY,1,44.0928,-104.6114,1316.7,1
9.3.3.0438,UPTON 13 SW,WY,1,43.9269,-104.7456,1456.9,1.1
9.3.3.0440,WESTON 1 E,WY,1,44.6406,-105.3053,1074.4,0.8
9.3.3.0444,THEODORE ROOSEVELT AP,ND,1,46.7994,-102.7972,786.4,1.1
9.3.3.0445,PHILIP AP,SD,1,44.0511,-101.6011,672.4,0.9
9.3.3.0446,BILLINGS LOGAN INTL AP,MT,1,45.8069,-108.5422,1091.5,0.8
9.3.3.0447,LEWISTOWN MUNI AP,MT,1,47.0492,-109.4578,1263.4,1.5
9.3.3.0448,MILES CITY F WILEY FLD,MT,1,46.4267,-105.8825,799.8,1
9.3.3.0450,MOORCROFT 3S,WY,1,44.2169,-104.9292,1318.3,0.9
9.3.3.0451,CASPER NATRONA CO AP,WY,1,42.8975,-106.4636,1627,0.6
9.3.3.0452,RAPID CITY RGNL AP,SD,1,44.0433,-103.0536,963.2,0.8
9.3.4.0006,AINSWORTH,NE,1,42.5522,-99.8556,765,0.9
9.3.4.0007,ANSELMO 2 SE,NE,1,41.5975,-99.8258,794,0.9
9.3.4.0008,ARTHUR,NE,1,41.5697,-101.6917,1115.6,0.7
9.3.4.0009,ATKINSON 3SW,NE,1,42.5136,-99.0303,648.6,1
9.3.4.0010,BARTLETT 1W,NE,1,41.8858,-98.5631,662.9,0.8
9.3.4.0011,BREWSTER,NE,1,41.9375,-99.8628,760.5,0.8
9.3.4.0013,CHAMBERS,NE,1,42.2031,-98.7467,648.9,1.1
9.3.4.0015,CRESCENT LAKE NWR,NE,1,41.7608,-102.4372,1164.3,0.6
9.3.4.0016,ELSMERE 9 ENE,NE,1,42.1683666666667,-100.014666666667,808.3,1.1
9.3.4.0017,ELLSWORTH 2W,NE,1,42.0628,-102.3172,1191.5,0.6
9.3.4.0018,ELLSWORTH 24 NNE,NE,1,42.3833,-102.15,1176.5,0.6
9.3.4.0019,ELLSWORTH 15 NNE,NE,1,42.265,-102.2133,1210.1,0.7
9.3.4.0020,ERICSON 8 WNW,NE,1,41.8036,-98.8239,651.4,0.9
9.3.4.0021,EWING,NE,1,42.2611,-98.3417,565.1,1.1
9.3.4.0023,GREELEY,NE,1,41.5461,-98.5331,615.7,1
9.3.4.0024,HALSEY 2 W,NE,1,41.9,-100.3167,824.5,0.9
9.3.4.0025,HERSHEY 5 SSE,NE,1,41.1056,-100.9775,899.8,0.7
9.3.4.0027,HYANNIS,NE,1,42,-101.75,1149.1,0.8
9.3.4.0030,MERRIMAN,NE,1,42.9194,-101.7089,986,0.6
9.3.4.0031,MULLEN,NE,1,42.0425,-101.0458,980.5,1
9.3.4.0033,MULLEN 21 NW,NE,1,42.2506,-101.3364,1054.6,1.1
9.3.4.0034,NENZEL 20 S,NE,1,42.65,-101.1667,939.1,0.8
9.3.4.0035,NEWPORT,NE,1,42.6008,-99.3333,679.7,1.1
9.3.4.0037,PURDUM,NE,1,42.065,-100.2472,819.9,0.9
9.3.4.0039,STAPLETON 5W,NE,1,41.4581,-100.5986,921.1,0.7
9.3.4.0041,TRYON,NE,1,41.5522,-100.9583,989.7,0.5
9.3.4.0042,VALENTINE MILLER FLD,NE,1,42.8768,-100.55085,789.25,0.9
9.3.4.0043,VALENTINE NWR,NE,1,42.5711,-100.6931,893.1,0.8
9.3.4.0044,WALLACE 2W,NE,1,40.8433,-101.2094,961,0.5
9.4.1.0011,OGALLALA 1.7 W,NE,1,41.12545,-101.7359,987.25,0.7
9.4.1.0025,DENVER-STAPLETON,CO,1,39.7575,-104.86185,1619.85,0.8
9.4.1.0026,WESTMINSTER 1.6 NE,CO,1,39.89765,-105.02045,1647.6,0.8
9.4.1.0054,BOULDER 1.6 S,CO,1,39.98106,-105.2555,1677.86,1.1
9.4.1.0067,LONGMONT 2.8 E,CO,1,40.1709,-105.06835,1513.95,0.7
9.4.1.0076,CHEYENNE WELLS 1.6 N,CO,1,38.83205,-102.3498,1302.55,0.4
9.4.1.0086,DENVER 1.8 E,CO,1,39.7468333333333,-104.990733333333,1609.66666666667,0.8
9.4.1.0090,DENVER 3.2 SSE,CO,1,39.71835,-104.90875,1644.1,0.9
9.4.1.0099,ARVADA 1.3 SW,CO,1,39.7773333333333,-105.112866666667,1649.36666666667,1.2
9.4.1.0103,WHEAT RIDGE 2.8 WSW,CO,1,39.75265,-105.1337,1707.8,1.1
9.4.1.0110,STRATTON .25 WNW,CO,1,39.3046,-102.604266666667,1344.23333333333,0.7
9.4.1.0111,STERLING 1.8 NW,CO,1,40.63495,-103.22295,1215.1,0.7
9.4.1.0129,FCL,CO,1,40.5718666666667,-105.086266666667,1525,0.8
9.4.1.0138,LOV 1.2 W,CO,1,40.4322,-105.10446,1554.42,0.8
9.4.1.0165,GREELEY 2.8 ESE,CO,1,40.41335,-104.67065,1419,0.8
